Dodavka; Platce; Nazev platce; Zuctovaci datum; Artikl; Nazev; Mnozstvi zaklad; Cena prodeje LM; Kurz prodeje LM/EUR; Cena nakup jedn EUR
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4200020; Rajčatový kečup jemný 342g B10; 30; 930; 24,955; 10,2
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4200030; Rajčatový kečup 450g B15; 75; 2850; 24,955; 16,95
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 30; 1380; 24,955; 14,3
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 24,955; 18
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 24,955; 12,12
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 24,955; 12,48
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202140; BBQ Omáčka classic 400ml B10; 20; 926; 24,955; 13,8
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 24,955; 13,68
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202310; Worcesterová omáčka150ml B12; 24; 792; 24,955; 13,92
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 24,955; 9,6
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 24,955; 9,6
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202700; BBQ Omáčka TD 220ml B8; 16; 528; 24,955; 8,48
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 24,955; 8,56
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 24,955; 9,8
PDL23115302; K06875; Velká Pecka s.r.o.; 08.02.24; 4204050; Hořčice medová 220ml (240g) B8; 8; 264; 24,955; 1,15
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 8; 504; 24,955; 17,76
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4200020; Rajčatový kečup jemný 342g B10; 10; 310; 24,955; 10,2
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4200030; Rajčatový kečup 450g B15; 15; 570; 24,955; 16,95
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 460; 24,955; 14,3
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4201000; Fazole 415g B24; 48; 1512; 24,955; 21,84
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 24,955; 12,12
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4202140; BBQ Omáčka classic 400ml B10; 20; 926; 24,955; 13,8
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 24,955; 13,92
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 24,955; 8,48
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 24,955; 9,8
PDL23115303; K06875; Velká Pecka s.r.o.; 08.02.24; 4206010; Fazole 1kg B6; 6; 414; 24,955; 13,74
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 24; 1512; 24,955; 17,76
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 620; 24,955; 10,2
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 20; 920; 24,955; 14,3
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4201000; Fazole 415g B24; 24; 756; 24,955; 21,84
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 24,955; 13,92
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 24,955; 9,6
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 24,955; 8,48
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 24,955; 9,8
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 24,955; 9,8
PDL23115304; K06875; Velká Pecka s.r.o.; 08.02.24; 4204050; Hořčice medová 220ml (240g) B8; 16; 528; 24,955; 1,15
PDL23115355; K07222; Lidl Česká republika s.r.o.; 09.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 7040; 335948,8; 25,175; 17,76
PDL23115356; K03543; Tesco Stores ČR a.s.; 09.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 1224; 45288; 25,175; 16,32
PDL23115356; K03543; Tesco Stores ČR a.s.; 09.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 630; 18081; 25,175; 18
PDL23115357; K00134; Albert Česká republika, s.r.o.; 09.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 1224; 46512; 25,175; 16,32
PDL23115360; K03543; Tesco Stores ČR a.s.; 09.02.24; 4201050; Fazole BBQ 390g B12; 720; 18000; 25,175; 12,48
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4201000; Fazole 415g B24; 384; 9600; 25,175; 21,84
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4201010; Fazole bez cukru 415g B24; 312; 7800; 25,175; 24,96
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4201020; Fazole chilli 390g B12; 180; 4500; 25,175; 12,12
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4202140; BBQ Omáčka classic 400ml B10; 30; 1002; 25,175; 13,8
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4202220; Sójová omáčka 150ml B12; 84; 2596,44; 25,175; 13,68
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4202310; Worcesterová omáčka150ml B12; 84; 2596,44; 25,175; 13,92
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4202510; Omáčka česneková 400ml B10; 90; 3006; 25,175; 9,6
PDL23115361; K03543; Tesco Stores ČR a.s.; 09.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 48; 1339,2; 25,175; 8,56
PDL23115364; K07222; Lidl Česká republika s.r.o.; 09.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 3840; 183244,8; 25,175; 17,76
PDL23115365; K00134; Albert Česká republika, s.r.o.; 09.02.24; 4200030; Rajčatový kečup 450g B15; 1260; 38178; 25,175; 16,95
PDL23115365; K00134; Albert Česká republika, s.r.o.; 09.02.24; 4201020; Fazole chilli 390g B12; 360; 9936; 25,175; 12,12
PDL23115380; K02302; Kaufland Česká republika v.o.s.; 09.02.24; 4202140; BBQ Omáčka classic 400ml B10; 570; 22182,8; 25,175; 13,8
PDL23115380; K02302; Kaufland Česká republika v.o.s.; 09.02.24; 4202700; BBQ Omáčka TD 220ml B8; 288; 7244,29; 25,175; 8,48
PDL23115385; K07222; Lidl Česká republika s.r.o.; 12.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 6400; 305408; 25,215; 17,76
PDL23115401; K06875; Velká Pecka s.r.o.; 12.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 8; 504; 25,215; 17,76
PDL23115401; K06875; Velká Pecka s.r.o.; 12.02.24; 4200030; Rajčatový kečup 450g B15; 30; 1140; 25,215; 16,95
PDL23115401; K06875; Velká Pecka s.r.o.; 12.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 25,215; 18
PDL23115401; K06875; Velká Pecka s.r.o.; 12.02.24; 4201000; Fazole 415g B24; 48; 1512; 25,215; 21,84
PDL23115401; K06875; Velká Pecka s.r.o.; 12.02.24; 4201010; Fazole bez cukru 415g B24; 24; 756; 25,215; 24,96
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 16; 1008; 25,215; 17,76
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 620; 25,215; 10,2
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 460; 25,215; 14,3
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4201000; Fazole 415g B24; 24; 756; 25,215; 21,84
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4201010; Fazole bez cukru 415g B24; 48; 1512; 25,215; 24,96
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 25,215; 13,8
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 25,215; 13,92
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,215; 9,6
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4202700; BBQ Omáčka TD 220ml B8; 16; 528; 25,215; 8,48
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4202740; American Burger Omáčka TD 220ml B8; 16; 528; 25,215; 9,8
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 25,215; 9,8
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4202760; Aioli omáčka 220 ml B8; 8; 264; 25,215; 9,8
PDL23115402; K06875; Velká Pecka s.r.o.; 12.02.24; 4204050; Hořčice medová 220ml (240g) B8; 40; 1320; 25,215; 1,15
PDL23115409; K07222; Lidl Česká republika s.r.o.; 12.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 4480; 213785,6; 25,215; 17,76
PDL23115411; K02821; PENNY MARKET s.r.o.; 12.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1260; 34020; 25,215; 18
PDL23115413; K02821; PENNY MARKET s.r.o.; 12.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1260; 34020; 25,215; 18
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 16; 1008; 25,215; 17,76
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4200020; Rajčatový kečup jemný 342g B10; 10; 310; 25,215; 10,2
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4200030; Rajčatový kečup 450g B15; 75; 2850; 25,215; 16,95
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 20; 920; 25,215; 14,3
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 25,215; 18
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4201000; Fazole 415g B24; 48; 1512; 25,215; 21,84
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4201010; Fazole bez cukru 415g B24; 48; 1512; 25,215; 24,96
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 25,215; 12,48
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 25,215; 13,8
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4202310; Worcesterová omáčka150ml B12; 24; 792; 25,215; 13,92
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,215; 9,6
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4202700; BBQ Omáčka TD 220ml B8; 16; 528; 25,215; 8,48
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 25,215; 9,8
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4204050; Hořčice medová 220ml (240g) B8; 40; 1320; 25,215; 1,15
PDL23115418; K06875; Velká Pecka s.r.o.; 12.02.24; 4206010; Fazole 1kg B6; 6; 414; 25,215; 13,74
PDL23115419; K07222; Lidl Česká republika s.r.o.; 12.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 3200; 152704; 25,215; 17,76
PDL23115422; K00134; Albert Česká republika, s.r.o.; 12.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 640; 37760; 25,215; 17,76
PDL23115422; K00134; Albert Česká republika, s.r.o.; 12.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 170; 6460; 25,215; 14,3
PDL23115422; K00134; Albert Česká republika, s.r.o.; 12.02.24; 4202220; Sójová omáčka 150ml B12; 348; 10996,8; 25,215; 13,68
PDL23115422; K00134; Albert Česká republika, s.r.o.; 12.02.24; 4202750; Curry Mango omáčka 220ml B8; 128; 4147,2; 25,215; 9,8
PDL23115424; K06875; Velká Pecka s.r.o.; 12.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 620; 25,215; 10,2
PDL23115424; K06875; Velká Pecka s.r.o.; 12.02.24; 4200030; Rajčatový kečup 450g B15; 75; 2850; 25,215; 16,95
PDL23115424; K06875; Velká Pecka s.r.o.; 12.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 40; 1840; 25,215; 14,3
PDL23115424; K06875; Velká Pecka s.r.o.; 12.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 570; 25,215; 18
PDL23115424; K06875; Velká Pecka s.r.o.; 12.02.24; 4201000; Fazole 415g B24; 72; 2268; 25,215; 21,84
PDL23115424; K06875; Velká Pecka s.r.o.; 12.02.24; 4201010; Fazole bez cukru 415g B24; 96; 3024; 25,215; 24,96
